MONATSZAHL;AUSPRAEGUNG;JAHR;MONAT;WERT;VORJAHRESWERT;VERAEND_VORMONAT_PROZENT;VERAEND_VORJAHRESMONAT_PROZENT;ZWOELF_MONATE_MITTELWERT
Verkehrsunfälle;Verletzte und Getötete;2008;200803;254;347;-2529;-268;436
Verkehrsunfälle;Verletzte und Getötete;2008;200804;355;500;3976;-29;424
Verkehrsunfälle;Verletzte und Getötete;2008;200805;534;591;5042;-964;419
Verkehrsunfälle;Verletzte und Getötete;2008;200806;473;535;-1142;-1159;414
Verkehrsunfälle;Verletzte und Getötete;2008;200807;538;511;1374;528;416
Verkehrsunfälle;Verletzte und Getötete;2008;200808;480;422;-1078;1374;421
Verkehrsunfälle;Verletzte und Getötete;2008;200809;422;462;-1208;-866;418
Verkehrsunfälle;Verletzte und Getötete;2008;200810;455;491;782;-733;415
Verkehrsunfälle;Verletzte und Getötete;2008;200811;321;405;-2945;-2074;408
Verkehrsunfälle;Verletzte und Getötete;2008;200812;272;414;-1526;-343;396
Verkehrsunfälle;Verletzte und Getötete;2007;Summe;5223;5804;;-1001;
Verkehrsunfälle;Verletzte und Getötete;2007;200701;268;364;-4249;-2637;476
Verkehrsunfälle;Verletzte und Getötete;2007;200702;277;279;336;-72;476
Verkehrsunfälle;Verletzte und Getötete;2007;200703;347;375;2527;-747;473
Verkehrsunfälle;Verletzte und Getötete;2007;200704;500;387;4409;292;483
Verkehrsunfälle;Verletzte und Getötete;2007;200705;591;564;182;479;485
Verkehrsunfälle;Verletzte und Getötete;2007;200706;535;479;-948;1169;490
Verkehrsunfälle;Verletzte und Getötete;2007;200707;511;787;-449;-3507;467
Verkehrsunfälle;Verletzte und Getötete;2007;200708;422;513;-1742;-1774;459
Verkehrsunfälle;Verletzte und Getötete;2007;200709;462;490;948;-571;457
Verkehrsunfälle;Verletzte und Getötete;2007;200710;491;632;628;-2231;445
Verkehrsunfälle;Verletzte und Getötete;2007;200711;405;468;-1752;-1346;440
Verkehrsunfälle;Verletzte und Getötete;2007;200712;414;466;222;-1116;435
Verkehrsunfälle;Verletzte und Getötete;2006;Summe;5804;6402;;-934;
Verkehrsunfälle;Verletzte und Getötete;2006;200601;364;306;-2087;1895;538
Verkehrsunfälle;Verletzte und Getötete;2006;200602;279;282;-2335;-106;538
Verkehrsunfälle;Verletzte und Getötete;2006;200603;375;385;3441;-26;537
Verkehrsunfälle;Verletzte und Getötete;2006;200604;387;514;32;-2471;527
Verkehrsunfälle;Verletzte und Getötete;2006;200605;564;618;4574;-874;522
Verkehrsunfälle;Verletzte und Getötete;2006;200606;479;729;-1507;-3429;501
Verkehrsunfälle;Verletzte und Getötete;2006;200607;787;675;643;1659;511
Verkehrsunfälle;Verletzte und Getötete;2006;200608;513;582;-3482;-1186;505
Verkehrsunfälle;Verletzte und Getötete;2006;200609;490;825;-448;-4061;477
Verkehrsunfälle;Verletzte und Getötete;2006;200610;632;568;2898;1127;482
Verkehrsunfälle;Verletzte und Getötete;2006;200611;468;458;-2595;218;483
Verkehrsunfälle;Verletzte und Getötete;2006;200612;466;460;-43;13;484
Verkehrsunfälle;Verletzte und Getötete;2005;Summe;6402;6219;;294;
Verkehrsunfälle;Verletzte und Getötete;2005;200501;306;377;-2644;-1883;512
Verkehrsunfälle;Verletzte und Getötete;2005;200502;282;310;-784;-903;510
Verkehrsunfälle;Verletzte und Getötete;2005;200503;385;403;3652;-447;509
Verkehrsunfälle;Verletzte und Getötete;2005;200504;514;461;3351;115;513
Verkehrsunfälle;Verletzte und Getötete;2005;200505;618;600;2023;3;514
Verkehrsunfälle;Verletzte und Getötete;2005;200506;729;598;1796;2191;525
Verkehrsunfälle;Verletzte und Getötete;2005;200507;675;811;-741;-1677;514
Verkehrsunfälle;Verletzte und Getötete;2005;200508;582;584;-1378;-34;514
Verkehrsunfälle;Verletzte und Getötete;2005;200509;825;659;4175;2519;528
Verkehrsunfälle;Verletzte und Getötete;2005;200510;568;561;-3115;125;528
Verkehrsunfälle;Verletzte und Getötete;2005;200511;458;439;-1937;433;530
Verkehrsunfälle;Verletzte und Getötete;2005;200512;460;416;44;1058;534
Verkehrsunfälle;Verletzte und Getötete;2004;Summe;6219;6365;;-229;
Verkehrsunfälle;Verletzte und Getötete;2004;200401;377;358;-2353;531;532
Verkehrsunfälle;Verletzte und Getötete;2004;200402;310;308;-1777;65;532
Verkehrsunfälle;Verletzte und Getötete;2004;200403;403;476;30;-1534;526
Verkehrsunfälle;Verletzte und Getötete;2004;200404;461;535;1439;-1383;520
Verkehrsunfälle;Verletzte und Getötete;2004;200405;600;632;3015;-506;517
Verkehrsunfälle;Verletzte und Getötete;2004;200406;598;723;-33;-1729;507
Verkehrsunfälle;Verletzte und Getötete;2004;200407;811;644;3562;2593;521
Verkehrsunfälle;Verletzte und Getötete;2004;200408;584;577;-2799;121;521
Verkehrsunfälle;Verletzte und Getötete;2004;200409;659;560;1284;1768;530
Verkehrsunfälle;Verletzte und Getötete;2004;200410;561;595;-1487;-571;527
Verkehrsunfälle;Verletzte und Getötete;2004;200411;439;464;-2175;-539;525
Verkehrsunfälle;Verletzte und Getötete;2004;200412;416;493;-524;-1562;518
Verkehrsunfälle;Verletzte und Getötete;2003;Summe;6365;7026;;-941;
Verkehrsunfälle;Verletzte und Getötete;2003;200301;358;431;-914;-1694;579
Verkehrsunfälle;Verletzte und Getötete;2003;200302;308;393;-1397;-2163;572
Verkehrsunfälle;Verletzte und Getötete;2003;200303;476;520;5455;-846;569
Verkehrsunfälle;Verletzte und Getötete;2003;200304;535;521;1239;269;570
Verkehrsunfälle;Verletzte und Getötete;2003;200305;632;654;1813;-336;568
Verkehrsunfälle;Verletzte und Getötete;2003;200306;723;833;144;-1321;559
Verkehrsunfälle;Verletzte und Getötete;2003;200307;644;865;-1093;-2555;540
Verkehrsunfälle;Verletzte und Getötete;2003;200308;577;601;-104;-399;538
Verkehrsunfälle;Verletzte und Getötete;2003;200309;560;621;-295;-982;533
Verkehrsunfälle;Verletzte und Getötete;2003;200310;595;630;625;-556;530
Verkehrsunfälle;Verletzte und Getötete;2003;200311;464;563;-2202;-1758;522
Verkehrsunfälle;Verletzte und Getötete;2003;200312;493;394;625;2513;530
Verkehrsunfälle;Verletzte und Getötete;2002;Summe;7026;7452;;-572;
Verkehrsunfälle;Verletzte und Getötete;2002;200201;431;448;-1499;-379;620
Verkehrsunfälle;Verletzte und Getötete;2002;200202;393;439;-882;-1048;616
Verkehrsunfälle;Verletzte und Getötete;2002;200203;520;535;3232;-28;615
Verkehrsunfälle;Verletzte und Getötete;2002;200204;521;578;19;-986;610
Verkehrsunfälle;Verletzte und Getötete;2002;200205;654;817;2553;-1995;596
Verkehrsunfälle;Verletzte und Getötete;2002;200206;833;679;2737;2268;609
Verkehrsunfälle;Verletzte und Getötete;2002;200207;865;921;384;-608;604
Verkehrsunfälle;Verletzte und Getötete;2002;200208;601;600;-3052;17;604
Verkehrsunfälle;Verletzte und Getötete;2002;200209;621;643;333;-342;603
Verkehrsunfälle;Verletzte und Getötete;2002;200210;630;717;145;-1213;595
Verkehrsunfälle;Verletzte und Getötete;2002;200211;563;568;-1063;-88;595
Verkehrsunfälle;Verletzte und Getötete;2002;200212;394;507;-3002;-2229;586
Verkehrsunfälle;Verletzte und Getötete;2001;Summe;7452;7053;;566;
Verkehrsunfälle;Verletzte und Getötete;2001;200101;448;434;-1301;323;589
Verkehrsunfälle;Verletzte und Getötete;2001;200102;439;419;-201;477;591
Verkehrsunfälle;Verletzte und Getötete;2001;200103;535;509;2187;511;593
Verkehrsunfälle;Verletzte und Getötete;2001;200104;578;557;804;377;595
Verkehrsunfälle;Verletzte und Getötete;2001;200105;817;675;4135;2104;606
Verkehrsunfälle;Verletzte und Getötete;2001;200106;679;685;-1689;-88;606
Verkehrsunfälle;Verletzte und Getötete;2001;200107;921;744;3564;2379;621
Verkehrsunfälle;Verletzte und Getötete;2001;200108;600;647;-3485;-726;617
Verkehrsunfälle;Verletzte und Getötete;2001;200109;643;675;717;-474;614
Verkehrsunfälle;Verletzte und Getötete;2001;200110;717;615;1151;1659;623
Verkehrsunfälle;Verletzte und Getötete;2001;200111;568;578;-2078;-173;622
Verkehrsunfälle;Verletzte und Getötete;2001;200112;507;515;-1074;-155;621
Verkehrsunfälle;Verletzte und Getötete;2000;Summe;7053;;;;
Verkehrsunfälle;Verletzte und Getötete;2000;200001;434;;;;434
Verkehrsunfälle;Verletzte und Getötete;2000;200002;419;;-346;;427
Verkehrsunfälle;Verletzte und Getötete;2000;200003;509;;2148;;454
Verkehrsunfälle;Verletzte und Getötete;2000;200004;557;;943;;480
Verkehrsunfälle;Verletzte und Getötete;2000;200005;675;;2118;;519
Verkehrsunfälle;Verletzte und Getötete;2000;200006;685;;148;;547
Verkehrsunfälle;Verletzte und Getötete;2000;200007;744;;861;;575
Verkehrsunfälle;Verletzte und Getötete;2000;200008;647;;-1304;;584
Verkehrsunfälle;Verletzte und Getötete;2000;200009;675;;433;;594
Verkehrsunfälle;Verletzte und Getötete;2000;200010;615;;-889;;596
Verkehrsunfälle;Verletzte und Getötete;2000;200011;578;;-602;;594
Verkehrsunfälle;Verletzte und Getötete;2000;200012;515;;-109;;588
